label,doc
旅游,来源 快报 新娘 丈夫 沃特森 图片 来源 重庆晚报 潜水 游客 拍下 命案 现场 图片 来源 重庆晚报 来自 美国 新婚夫妇 澳大利亚 潜水 时 新娘 沃特森 莫名 命丧 警方 调查 发现 死者 丈夫 新郎 加布 沃特森 拥有 重大 谋杀 嫌疑 动机 可能 是 骗取 人寿保险 巧合 是 游客 澳洲 潜水 拍摄 纪念照 时 无意 拍下 沉 海床 凶案 现场 时隔 澳洲 法庭 最终 认定 沃特森 新婚 妻子 加布 是 拥有 专业 执照 潜水 救生 教练 加布 称 突然 遭遇 急流 眼睁睁 看着 妻子 海水 走 呼吸 装置 出现 故障 挣扎 最终 丧生 约 尸检 结果显示 死 溺水 死 缺氧 有 问题 困惑 调查 人员 首先 加布 是 富有经验 救援 潜水员 可 没 能 拯救 妻子 性命 却 给出 不同 解释 版本 警方 还 发现 加布 浮出 水面 寻求 帮助 时 上浮 速度 显然 非常 慢 旅游者 突然 声称 事发 水域 拍照 留念 时 拍下 凶案 现场 直到 照片 冲洗 出来 旅游者 同伴 才 注意 到 照片 海 床上 竟然 躺 无名 女尸 潜水 教练 奋力 死者 游 去 事发 也 潜水 游客 说 深 看见 沃特森 拥抱 沃特森 浮出 海面 却 丧生 尸体 漂流 发现 报警 澳洲 警方 随后 检查 潜水 设备 发现 没有 故障 怀疑 沃特森 假装 太太 拥抱 伺机 拔掉 太太 氧气管 导致 太太 缺氧 死亡 责任编辑 杨林
运动,标题 正方 反方
新闻,来源 中国 新闻网 中新网 菲律宾 警卫队 官员 称 渡轮 沉没 事件 至少 有 具 尸体 已经 找到 失踪者 生还 希望 极其 渺茫 天主教 教士 渡轮 倾覆 现场 举行 弥撒 潜水 人员 则 准备 倾覆 船 开凿 洞 方便 更 快速 找出 遇难者 遗体 中央社 媒体报道 菲律宾 明星 公主 渡轮 遭遇 风神 台风 造成 强大 风浪 翻覆 渡轮 共有 乘客 乘务 人员 信 还有 遗体 沉船 巡逻 船 停 船 难 地点 教士 完成 弥撒 失踪者 家属 啜泣 中将 花 抛进 沉没 渡轮 船首 突出 海面 责任编辑 黄芳
运动,搜狐 体育讯 总决赛 即 先 损失 一员大将 美联社 报道 波士顿 队 教练 记者 透露 得分 后卫 托尼 阿伦 受伤 可能 无缘 总决赛 真是 坏消息 说起 托尼 阿伦 伤势 时 感叹 伤势 至今 还 没有 好转 迹象 无法 参加 比赛 本赛季 常规赛 湖人 比赛 发挥 都 非常 出色 失去 让 损失 很大 身体 不 健康 当然 不能 强迫 参加 比赛 队 托尼 阿伦 是 雷 阿伦 替补 成为 板凳 领袖 作为 替补 表现 经常 让 主帅 本赛季 常规赛 湖人 交锋 取得 胜利 分别 是 主场 击败 湖人 客场 胜 湖 人 比赛 托尼 阿伦 都 是 功臣 比赛 托尼 阿伦 照顾 投 仅 分 托尼 阿伦 是 决赛 训练 队友 打 事 拉伤 右脚 跟腱 决赛 也 没有 好 表现 总决赛 中托尼 阿伦 缺阵 队 板凳 深度 影响 非常 大 责任编辑 王昊铎
经济,沈阳 汇众 益智 动漫 学院 位于 沈阳市 汇宝 国际 大厦 拥有 多媒体 教室 理论 教室 机房 项目 中心 近 教学 教学设施 整体 教学 环境 均 处于 领先水平 北京 来临 愿 国家 教育 输送 大量 人才 祖国 争光 喝彩 学校 坚持 就业 是 根本 教学 是 核心 办学 理念 贯彻 定单 快速 突破 办学 理念 着力 培养 动漫 行业 亟需 终端 开发 人才 教学 实行 小班 授课 学生 制定 事业 发展 规划 充分 作 到 因材施教 学校 坚持 网 平台 就业 服务 理念 全国 动漫 游戏 企业 签订 联合 培养人才 协议 教学 过程 企业 入职 面试 测试题 企业 做 部分 商业 项目 放到 教学 过程 去 最大化 减少 学生 企业 磨合 教学方法 采用 步式 情景 特点 教学法 坚持 学生 项目 实现 教学 核心 策划 阶段 阶段 手机游戏 阶段 网游 阶段 均 要求 学生 做出 真正 商业 项目 部分 学生 作品 成功 实现 商业 运营 正 成长 东北 最 专业 动漫 人才 培训基地 最 有 活力 动漫 产品 供应商 动漫 产业 是 指以 创意 核心 动画 漫画 表现形式 包含 动漫 图书 报刊 电影 电视 音像制品 舞台剧 信息 传播 技术手段 动漫 新品种 动漫 直接 产品 开发 生产 出版 播出 演出 销售 动漫 形象 有关 服装 玩具 电子游戏 衍生 产品 生产 经营 产业 作为 世界 最 具 发展潜力 动漫 市场 中国 民族 动漫 产业 自主 创新 意识 尤其 重要 中国 原创 动漫 包括 港台地区 占据 世界 动漫 产业 份额 不足 动漫 产业 原创 能力 人才 技术 投资 知识产权 保护 管理体制 方面 缺乏 应有 造血 功能 尤其 是 兼通 艺术 技术 动漫 人才 不足 已经 成为 制约 中国 动漫 产业 发展 关键 要素 不 完全 统计 动漫 人才 缺口 达到 仅 频道 卡通 卫视 频道 全国 就 有 省市 将 开播 动画 节目 需求量 将 达到 国产 动画片 产量 仅 培养 本土 动漫 开发 制作 人才 责任编辑 儿
运动,搜狐 体育讯 湖人 拿下 总决赛 主场 总比分 落后 北京 时间 双方 战 移师 波士顿 花园 球馆 进行 双方 首发 阵容 已经 出炉 首发 阵容 加内特 朗 皮尔斯 帕金斯 雷阿伦 湖人 首发 阵容 费舍尔 加索尔 马 责任编辑
教育,来源 天星 教育网 点击 图片 进入 责任编辑 刘勇 说 排行 更
新闻,欲 效仿 秋叶原 血案 男子 发 杀人 预告 中国日报 报道 日本 男子 先 发布 杀人 预告 东京都 千代田区 秋叶原 站 闹市区 制造 震惊 世界 杀人案 事件 日本 引发 人 效仿 男子 少女 也 网络 发布 预告 要 去 杀人 日本 媒体 报道 日本 东京 警视厅 池袋 警署 逮捕 滨松 市 无业人员 铃木 阳 涉嫌 日本 著名 网络 论坛 发布 杀人 预告 声称 要 去 池袋 杀 个人 经查 铃木 电脑 论坛 发布 杀人 预告 写下 已 也 要 杀人 留言 铃木 接受 调查 行为 说 电视 上看 秋叶原 事件 也 想 做 能 轰动 社会 事情 日本 少女 也 手机 发布 杀人 预告 声称 将 九州 站 进行 留 史册 杀人 接受 警方 调查 时 少女 承认 写 留言 称 没有 想到 会 造成 大 混乱 警方 认为 少女 搞 恶作剧 责任编辑 马涛
运动,来源 搜狐 体育 搜狐 体育讯 北京 时间 世界 女排 大奖赛 分站赛 继续 进行 刚刚 结束 波兰 站 比赛 战胜 波兰 瑞东 获取 全场 最高 分 责任编辑 马克 杰
运动,新华网 奥地利 根福 记者 李丽 吴 黎明 波兰队 平 负 战绩 结束 欧锦赛 旅 表示 不会 辞去 波兰队 主帅 职 名帅 波兰 延长 执教 合同 任期 世界杯 预选赛 结束 波兰队 欧锦赛 糟糕 战绩 引发 波兰 媒体 有关 是否 辞职 讨论 波兰队 小组赛 负于 克罗地亚队 彻底 无缘 八强 新闻 发布会 问题 态度 强硬 面对 记者 有关 打算 询问 说 签 合同 都 将 执教 波兰队 想 讨论 问题 时候 疲惫 又 回顾 波兰队 欧锦赛 历程 时说 比赛 闪光点 总体 欧锦赛 级别 实力 还 不够 想 解决 方法 就是 回到 训练场 埋头 苦练 希望 能够 具备 强队 竞争 能力 曾 率领 特立尼达和多巴哥 队 冲入 德国 世界杯 决赛圈 波兰队 教鞭 率领 波兰队 预选赛 成绩 晋级 欧锦赛 决赛 阶段 比赛 责任编辑
娱乐,跳转 章子怡 官网 子怡 空间 红裙 加长 黑色 外套 来 去 会场 气质 优雅 责任编辑 鑫 鑫 精彩图片
新闻,藏品 地震 受损 藏品 地震 受损 四川 民间 收藏界 震 痛 大 地震 四川 民间 收藏家 深刻 课 四川 瓷器 收藏 人 岳玉明 收藏 瓷器 陶器 和古 化石 碎 大概 损失 四川省 收藏家 协会 秘书长 吴道明 告诉 外滩 画报 工作 重点 不 在于 清算 损失 收藏家 都 提出 捐赠 物品 进行 义卖 拍卖 活动 全都 取消 改成 义卖 文 李琴 四川 汶川 突发 大 地震 有着 四川 瓷器 收藏 人 称 岳玉明 灾难 发生 老家 成都市 新津县 创建 南岳 氏会 会所 陈列 瓷器 和古 陶器 地震 发生 时 坐在 办公室 只见 房子 剧烈 起来 摆满 古玩 博古架 也 跟着 东西 都 往下掉 岳玉明 冲过去 已经 看着 砸 根本 没 办法 抓 住 就 抓不住 隔 岳玉明 依然 沮丧 要命 几秒钟 时间 全 完 时刻 古玩 收藏家 诗人 钟鸣 位于 成都 上网 顶楼 复式 房子 放 收藏 玉石 器 钟鸣 说 地震 到来 来自 摆放 博古架 古玩 狠狠 砸 到 地板 发出 清脆 响声 刚 听到 响声 是 打扫 清洁工 失手 东西 摔 还 没等 起身 电视机 音箱 柜子 全都 砸 才 反应 地震 推开 门 就 往外 冲 斗胆 回 看到 摆放 古玩 全被 砸 才 电话 头 遍 喟叹 来自 四川 文物局 最新 统计数据 显示 四川 共有 处 全国 重点 文物保护 单位 处 文物保护 单位 地震 遭受 破坏 全国 重点 文物保护 单位 彭州 领报 修院 都江堰 庙 古建筑群 全部 坍塌 绵竹 剑南春 天益 老号 酒坊 遗址 古建筑 理县 桃坪 羌寨 局部 垮塌 馆藏 文物 损失 国家 文物 损失 有 部分 文物 尚未 鉴定 损失 巨大 刚 四川 回到 北京 国家文物局 副局长 董保华 成都 是 中国 古玩 收藏 重镇 素有 收藏 城 两城 是 北京 上海 称 拥有 收藏 大军 专家 古玩商 超过 四川省 收藏家 协会 秘书长 吴道明 形容 成都 收藏 市场 非常 火爆 声势 旺盛 协会 拥有 会员 瓷器 到 构件 收藏 范围 包罗万象 地震 发生 协会 派 人 都江堰 什邡 绵竹 调查 还 没有 反馈 意见 具体 损失 还 不 清楚 都 有 损失 钟鸣 逻辑 简单 清晰 收藏家 损失 就 损失 最大 是 瓷器 地震 发生 吴道明 接到 岳玉明 电话 损失 太 大 吴道明 个人 收藏 是 字画 损失 较 小 看来 受灾 最重 是 瓷器 陶器 岳玉明 现任 四川省 收藏家 协会理事 雅安 收藏家 协会 副会长 职务 收藏 代古 陶瓷 著名 数量 庞多 不乏 精品 珍品 岳玉明 也 傲 收藏 东西 国家博物馆 都 没有 岳玉明 后悔 原本 上海 买家 看中 定窑 瓷器 舍不得 卖 也 地震 砸 岳玉明 已经 收藏 做 初步 统计 大概 损失 收藏 成本价 市面上 成交价 早已 飙升 摆在 博古架 古玩 摔 砸毁 是 瓷器 定窑 哥窑 钧窑 瓷器 都 碎成 小 无法 修补 件数 也 难以 统计 还有 最为 得意 宝贝 东 西汉 陶器 损失 舍不得 宝贝 都 陶器 碎片 粘在 已经 不值钱 古 化石 也 砸毁 四川 收藏 古 化石 最 也 砸 不少 所幸 装箱 瓷器 岳玉 明说 要 吸取教训 摆出来 损失 还 不止 南岳 氏会 楼房 也 裂 成 危房 岳玉明 原本 计划 将西 南岳 氏会 申报 成 博物馆 只能 改变 计划 打听 买家 想 古玩 转手 筹集 维修 房子 经费 藏家 情况 也 大抵 潘保 清原 是 四川 眉山 皮革 加工厂 普通工人 偶然 机会 古玩商 成 朋友 走上 收藏 路 潘保清 已经 是 资深 古玩 鉴定 专家 收藏 瓷器 铜器 陶器 石雕 尤其 青花瓷 收藏 方面 颇 有 建树 地震波 眉山 潘保清 也 是 电话 告诉 记者 损失估计 幸运 是 最 珍爱 青花瓷 都 装 保管箱 情况 良好 博古架 瓷器 全部 砸 潘保清 连连 叹气 都 是 好 东西 才 摆上去 瓷器 娇贵 小 豁口 就 全 完 损失 也 就 损失 还 能 潘保清 民间 收藏品 损失 预计 吴道明 没有 统计 四川 民间 收藏 损失 具体 数据 得到 信息 是 都江堰 有 收藏 协会 会员 有 损失 什邡市 北川 会员 失去 联系 眉山市 会员 工作 重点 也 不 在于 清算 损失 收藏家 都 提出 捐赠 物品 进行 义卖 拍卖 活动 全都 取消 改成 义卖 地震 发生 潘保清 代表 四川省 收藏家 协会 都江堰 青城山 慰问 会员 都江堰 会员 损失 很大 本上 都 砸 完 收藏家 打 电话 损失 很大 潘保清 说 天灾 没 办法 收藏家 到 古玩商 办 私人 博物馆 收藏界 大腕 位于 四川省 大邑县 安仁镇 建川 博物馆 发布公告 地震 场馆 建筑 部分 受损 藏品 尤其 是 瓷器 受损 严重 红色 瓷器 陈列室 瓷器 陈列品 地震 全部 损坏 初步 估计 损失 价值 价值 难以 用钱 来 衡量 博物馆 工作人员 接受 采访 时称 建川 博物馆 是 民间 博物馆 集群 收藏家 樊建川 设立 是 文革 艺术品 博物馆 全国 最大 抗战 博物馆 作为 全国 大 收藏 城市 成都 拥有 古玩 市场 尤以 送 桥 古玩 艺术 城 最 古玩城 营业 面积 聚集 古玩商 超过 是 最大 古玩 市场 地震 送 桥 一直 没有 歇业 仍 是 人流 人 古玩城 二楼 店主 郭继东 透露 均 有 损失 郭继东 店铺 是 字画 地震 时 情况 还好 存放 瓷器 遭 大 劫 摔成 粉碎 古玩城 商家 都 保持 缄默 一般 都 比较 保密 肯定 都 有 损失 潘保 清算 账 瓷器 陶器 铜器 古玩 估计 藏家 损失 都 估计 四川 民间 收藏界 损失 有 已经 有 收藏家 将 目光 转向 地震 瓷器 陶器 残品 潘保清 接 电话 要求 购买 残品 拒绝 将 瓷器 碎片 收成 装箱 潘保清 说 中国 古玩 艺术品 价钱 会 理由 简单 损失 太 留下来 就 值钱 教训 记者 搭乘 钟鸣 越野车 广汉 博物馆 钟鸣 原来 身份 是 诗人 随笔 世纪 怀揣 杀入 收藏界 渐渐 变成 收藏家 成都 郫县 徐堰河 创建 佛教 石刻 主题 私人 博物馆 鹿野苑 石刻 博物馆 钟鸣 收藏 玉器 为主 收藏 玉石 器 损失 是 玉器 砸 价值 鹿野苑 石刻 博物馆 转手 也 一直 没有 博物馆 消息 不 知道 有没有 损失 博物馆 刚刚 荣升 博物馆 大门 紧闭 谢绝 游人 参观 贴 通知 写 地震 导致 场馆 有所 毁损 故 闭馆 维修 工作人员 带 馆内 转 相比 毁损 严重 古建筑 博物馆 情况 进 出口 鸟头 装饰 断裂 窗玻璃 破碎 无 大碍 展品 损失 也 很小 有 陶器 震落 破裂 搁置 等待 粘合 置于 展馆 中央 镇 馆之宝 高 通天 神树 没有 损伤 通天 神树 全 是 青铜 铸造 分上 每层 有 共 每枝 朝 不同 方向 完成 弓形 地震 发生 时 负责 场馆 巡视 工作人员 龚兆坤 发现 通天 神树 剧烈 起来 根枝 都 细微 钢丝 固定 天花板 通天 神树 最终 无碍 龚兆坤 迅速 地将 展厅 展品 做 处理 原本 放在 展台 陶器 陶杯 全部 倒放 平 放在 展柜 软垫 防止 余震 破坏 直立 展品 提前 就 做 处理 龚兆坤 说 计划 展馆 进行 重新 设计 充分考虑 地震 因素 钟鸣 感慨 四川 没有 发生 地震 民间 收藏家 都 没有 考虑 防震 古玩 就 随便 散 放在 博古架 震 就 完 钟鸣 计划 将 藏品 都 收好 装箱 地震 民间 收藏家 保护 收藏 文物 应该 是 最 沉痛 教训 四川 文物 受损 名录 都江堰 列入 世界 文化遗产 名录 遗产地 庙 片区 山体 滑坡 秦堰 楼 下沉 戏楼 厢房 级梯 步 照壁 三官 殿 观澜 疏江 山门 建筑 围墙 全部 垮塌 伏龙观 古建筑 屋脊 屋瓦 全部 损坏 木结构 断裂 建筑 严重 倾斜 地面 开裂 下沉 青城山 列入 世界 文化遗产 名录 青城山 道教 古建筑群 严重 受损 屋脊 屋面 全部 毁坏 古建筑 倾斜 部分 垮塌 汉平 阳府君 阙 全国 重点 文物保护 单位 南 北两阙 主阙 子阙 位置 发生 位移 阙 扭曲 错位 缝隙 达 部分 构件 脱落 损毁 建筑 已成 危险 建筑 随时 有 垮塌 危险 山 大庙 全国 重点 文物保护 单位 关帝 殿 桂 香殿 天尊 殿 文昌 正殿 古建筑 墙体 是 碎石 泥土 砌筑 结构 极差 故 墙体 变形 约 有 墙体 倒塌 天尊 殿 塑像 倒塌 江油 云岩寺 全国 重点 文物保护 单位 窦真殿 全部 垮塌 山门 屋面 飞檐 部分 垮塌 天王殿 屋檐 墙体 部分 垮塌 飞天 墙体 垮塌 严重 观音殿 屋顶 脊饰 部分 受损 平武 报恩寺 全国 重点 文物保护 单位 古建筑 均 不同 程度 受损 山门 正脊 断裂 琉璃 壁 垮塌 塑像 手臂 断裂 天王殿 墙体 报恩寺 祭祀 碑 垮塌 博物馆 博物馆 仅 有 陶器 震落 金沙 遗址 博物馆 建立 金沙 遗址 原址 专题性 博物馆 陶瓷 部分 陶瓷 受损 张飞庙 始建 蜀汉 有 实物 可考 历史 可 上溯 到 宣和 建筑 倾斜 墙体 严重 开裂 垮塌 屋脊 断裂 塌陷 责任编辑 孟翔
住房,北京师范大学 经济 研究 中心 钟伟 时 博鳌 论坛 海南 博鳌 隆重 拉开序幕 论坛 主题 改革 大变局 中国 新 契机 焦点 网 将 论坛 进行 视频 直播 网友 网络 实时 观看 中国 年度 盛会 博鳌 论坛 主题 改革 大变局 中国 新 契机 机构 观点 地产 机构 财经 日报 焦点 网 全国工商联 会 地点 中国 海南 博鳌 索菲特 酒店 北京师范大学 经济 研究 中心 钟伟 先生 论坛 发表 主旨 演讲 钟伟 时候 做 再次 进入 资本 市场 估测 时候 是 金融风险 评估 认为 金融风险 基本上 是 控制 讲 主题 是 调整 战略 预期 重建 消费 信心 货币政策 区域 金融 报告 全国工商联 会 报告 后者 数据 频度 较高 引入 首先 是 人口 因素 包括 家庭 数 家庭 人口 家庭 年龄 家庭 居住 习俗 就业人口 占 人口 中位 家庭收入 经济 因素 经济 增长 趋势 基础设施 投资 商业活动 频度 收入 分配 真实 收入 增长 失业率 是 存量 住房 因素 包括 居住面积 房龄 品质 租买 结构 保障性 住房 占 是 住房 金融 因素 住房价格 住房 利率 结构 信贷 支持 性质 住房 提供 成本 消费者 信心 按揭 贷款 条件 租金 供 是 住房 税收 原因 土地 获得 相关 政策 物业 说 户籍 教育网 因素 建议 重点 关注 领先 指标 因素 开发 投资 销售 金额 变动 按揭 贷款 申请 发放 规模 销 竣比 变动 租金 收益率 变动 情况 土地储备 开发 变动 情况 开发 企业 财务指标 情况 市场 显著 特征 是 分化 重组 理论 讲 土地价格 应 深度 调整 价格 出现 分化 不同 区域 市场 价格 明显 分化 不同 物业 类型 价格 分化 明显 商用 物业 价格 平稳 上涨 新 住宅 住宅 房租 价格 上升 城市 核心区 价格 走势 出现 分化 开发商 队伍 出现 明显 分化 行业 洗牌 现象 加剧 开发 带看 按揭 贷款 放松 可能性 几乎 不 存在 资产 确定 情况 希望 加大 市场 支持 力度 是 市场 结构 金融 总体 情况 涉及 行业 资金 总额 贷款 约 全国 开发 贷 不良率 约 按揭 带 人 主 个人消费 带看 不良率 开发 贷款 按揭 贷款 占 全部 信贷 比例 分别 开发 贷款 需 综合 考虑 财务指标 例如 负债率 现金流 资产 速动 财务 能力 供应链 整合 能力 考验 开发商 按揭 贷款 考虑 收入 变动 按揭 成熟 贷款 价值 景气 下滑 信贷 紧缩 有 可能 导致 房价 走势 高度 不确定性 倾向 认为 大约 季度 调整 房价 可能 会 明显 上升 土地 开发 拨款 约 不良率 不祥 用地 制度 深圳 源自 香港 经 国务院 号文 确立 贷款 违反 担保法 违反 取消 贷款 历史 场景 日本 人口密度 中国 中南 适居 区域 人口密度 日本 泡沫 破灭 土地 最大 跌幅 接近 初步 分析 规模 急剧 放大 中国 招拍 挂出 让 土地 收入 超过 分别 决定 土地储备 资金 沉淀 不断 增加 见 图 日本 泡沫 看到 情况 开发 贷款 约 不良率 约 新增 开发 贷款 开发商 贷款 通常 采用 封闭 帐户 管理 一旦 违约 银行 土地 使用权 地面 附着物 进行 处置 保全 资产 贷款 对应 百强 企业 净化 资产 约 土地储备 约 中国 企业 生命周期 死亡率 约 开发 贷款风险 政策 风险 市场 风险 项目风险 历史 场景 中国 局部 泡沫 日本 泡沫 开发商 建筑施工 企业 死亡率 均 高于 需要 进一步 讨论 问题 开发 贷款 过度 信贷 支持 问题 首先 界定 是 适度 是 过度 就是 国际清算银行 测算 贷款 银行贷款 占比 不断 上升 占比 经济 体育 有 加拿大 香港 瑞士 占比 国家 有 美国 德国 占比 有 英国 法国 国家 国家 信贷 占 全部 信贷 余额 银行 占 银行 总数 开发 贷款 规模 房价 高 关系 情况 看 是 开发 贷款 增长 最快 年份 则 无 增长 格兰杰 检验 未 发现 开发 货款 房价 确定 关系 抵押物 处置 变成 成本 问题 按揭 贷款 约 不良率 约 新增 按揭 贷款 需要 进一步 讨论 问题 按揭 贷款 能否 经受 经济周期 考验 香港 经验 看 香港 金管局 发布 负 资产 按揭 贷款 最新 调查结果 显示 负 资产 按揭 贷款 总数 宗 减少 拖欠 率为 豪宅 贷款 经济 适用房 用款 贷款 不良率 公积金 贷款 约 不良率 市场 基本 情况 是 景气 回落 价格 攀升 市场 回落 房价 就 应该 回落 上涨 看 指标 共 增长 是 需求 增长 是 价格 增长 土地储备 上升 加上 土壤 价格 上升 月份 开发 土地 购置 面积 增长 完成 土地 开发 面积 增长 销售部 畅 加上 在建 新建 上升 月份 全国 商品 住房 共 面积 增长 增幅 提高 销售 总面积 达到 下降 销售 没有 明显 上升 则 市场 供求 失衡 局面 可能 完全 逆转 北京 深圳 广州 南京 销卷 均 已 低于 开发 贷款 增加 按揭 贷款 下滑 企业 资金来源 自筹资金 比例 上升 到 银行 开发 贷款 已 是 来 最高 定金 预收款 来 最 开发 继续 高速 扩张 市场需求 明显 萎缩 导致 月份 全国 开发 投资 完成 增长 增幅 动 提高 看一看 地区 开发 投资 完成 情况 见 图 开发 企业 销售收入 开发 投资 资金额 看 销售收入 分别 开发 投资 分别 盈利 导致 略有 差异 开发 投资 情况 看 需 投入 至少 销售额 已 很 难 达到 水准 假定 开发 贷款 增长 开发 贷款 约 已 发放 尚可 期望 发放 假定 按揭 贷款 维持 月份 内容 按揭 贷款 可能 热 钱 汹涌 加上 外资 暧昧 热 钱 大家 看 考虑 到 高盛 报告 月份 外资 流入 产群 看 好消息 真实 需求 得到 检验 准备 购房者 超过 购房 目的 调查 结婚 动迁 改善 居住 意愿 占 超过 购房 面积 载钱 调查 普通住宅 租赁 价格指数 上升 二手房 交易价格 数量 回暖 较为 明显 进一步 显示 需求 需求 是 真实 像 媒体 广泛 报道 是 虚假 成为 全球性 现象 包括 市场 国家 石油 出口 国家 世界 国家 均 高 相当 忧虑 美国 数据 显示 月份 是 全球 调查 情况 见 图 发钞 泛滥 考虑 城镇职工 货币 收入 增长 趋势 居民消费 现金 非现金 支付 比例 收入 分配 城市 人 人均收入 最高 收入 住户 收入 显示 实际收入 差距 已 恶化 曾 有 估算 显示 占 银行 储户 总数 储户 拥有 全国 储蓄存款 占 银行 储户 大额 储户 拥有 全国 储蓄存款 调整 预期 项目 利润率 销售 节奏 市场 容量 价格 走势 强化 能力 行业 战略 多渠道 融资 供应链 管理 项目管理 重建 信心 等待 品质 成本 提升 逐步 恢复 市场需求 谢谢 大家 编辑 娄晓 过客 评论
